GPU,Application,Timestamp,GPU1 memory usage (MB),GPU1 core clock (MHz),GPU1 memory clock (MHz),GPU1 power (W),GPU1 temp limit,GPU1 power limit,GPU1 voltage limit,GPU1 no load limit,CPU temperature (°C),CPU usage (%),CPU clock (MHz),CPU power (W),RAM usage (MB),Commit charge (MB),Framerate (FPS),Frametime (ms),Framerate Min (FPS),Framerate Avg (FPS),Framerate Max (FPS),Framerate 1% Low (FPS),Framerate 0.1% Low (FPS),GPU1 temperature (°C),GPU1 usage (%)
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:04,3749.793,1785.000,6120.984,34.072,0.000,0.000,0.000,1.000,95.000,70.812,3700.000,40.107,15353.000,21001.000,0.000,97447.992,35.600,49.100,55.800,25.200,13.800,83.000,77.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:05,3743.855,1785.000,6120.984,44.146,0.000,1.000,0.000,0.000,95.000,68.794,4000.000,39.390,15349.000,21000.000,45.800,29.501,35.600,49.100,55.800,25.200,13.800,84.000,68.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:06,3743.855,1785.000,6120.984,43.813,0.000,0.000,0.000,1.000,94.000,70.267,3900.000,39.911,15345.000,21011.000,44.200,30.495,35.600,49.100,55.800,25.200,13.800,84.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:07,3743.355,1785.000,6120.984,45.368,0.000,0.000,0.000,1.000,97.000,66.341,3900.000,40.243,15348.000,21006.000,45.400,37.182,35.600,49.100,55.800,25.200,13.800,84.000,75.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:08,3741.980,1785.000,6120.984,46.322,0.000,0.000,0.000,1.000,95.000,66.799,4000.000,40.683,15384.000,21022.000,46.800,0.000,35.600,49.100,55.800,25.200,13.800,84.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:10,3739.668,1785.000,6120.984,43.339,0.000,1.000,0.000,0.000,95.000,73.539,4000.000,39.515,15362.000,20996.000,48.200,0.000,35.600,49.100,55.800,25.200,13.800,84.000,64.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:11,3739.605,1785.000,6120.984,43.806,0.000,0.000,0.000,1.000,98.000,71.391,3800.000,40.088,15407.000,21007.000,46.700,42.602,35.600,49.100,55.800,25.200,13.800,84.000,73.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:12,3750.293,1785.000,6120.984,42.704,0.000,0.000,0.000,1.000,97.000,65.096,3800.000,39.568,15423.000,20998.000,44.100,35.698,35.600,49.100,55.800,25.200,13.800,84.000,71.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:13,3751.980,1785.000,6120.984,45.963,0.000,0.000,0.000,1.000,98.000,82.283,3900.000,38.263,15501.000,21071.000,33.500,104.281,35.600,49.100,55.800,25.200,13.800,83.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:14,3744.668,1785.000,6120.984,47.968,0.000,0.000,0.000,1.000,97.000,68.920,3700.000,40.100,15515.000,21057.000,45.800,39.299,35.600,49.100,55.800,25.200,13.800,84.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:15,3752.957,1785.000,6120.984,45.376,0.000,0.000,0.000,1.000,96.000,64.705,3900.000,40.342,15513.000,21056.000,48.900,27.920,48.900,48.500,50.400,35.800,35.800,84.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:16,3745.871,1785.000,6120.984,36.521,0.000,0.000,0.000,1.000,97.000,66.415,4100.000,39.162,15525.000,21063.000,45.800,35.550,45.800,46.700,50.400,28.100,28.100,84.000,73.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:17,3767.133,1785.000,6120.984,42.917,0.000,0.000,0.000,1.000,96.000,73.965,3900.000,39.227,15525.000,21062.000,40.700,35.321,39.600,44.200,50.400,28.100,28.100,83.000,66.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:18,3772.008,1785.000,6120.984,46.577,0.000,0.000,0.000,1.000,97.000,69.924,3700.000,39.453,15529.000,21074.000,38.100,47.684,37.500,42.400,50.400,20.900,20.900,83.000,68.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:19,3750.320,1785.000,6120.984,45.745,0.000,0.000,0.000,1.000,96.000,63.221,3900.000,41.145,15532.000,21059.000,43.500,33.516,37.500,42.600,50.400,20.900,20.900,84.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:20,3754.883,1785.000,6120.984,45.589,0.000,0.000,0.000,1.000,96.000,68.178,4000.000,39.948,15550.000,21079.000,44.300,42.744,37.500,43.000,50.400,23.300,20.900,83.000,79.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:21,3759.047,1785.000,6120.984,46.260,0.000,0.000,0.000,1.000,97.000,67.376,3800.000,39.865,15571.000,21082.000,44.900,42.740,37.500,43.200,50.400,23.300,20.900,84.000,75.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:22,3766.098,1755.000,6120.984,49.120,0.000,1.000,0.000,0.000,95.000,58.637,3700.000,39.959,15633.000,21124.000,50.500,67.567,37.500,44.200,50.500,20.900,14.800,84.000,76.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:23,3769.910,1725.000,6120.984,47.313,0.000,1.000,0.000,0.000,96.000,52.993,3900.000,40.310,15629.000,21113.000,59.800,24.928,37.500,46.100,61.200,20.900,14.800,84.000,92.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:24,3762.785,1710.000,6120.984,48.135,0.000,1.000,0.000,0.000,98.000,46.527,4100.000,40.753,15640.000,21109.000,60.300,24.094,37.500,47.600,61.200,20.900,14.800,84.000,91.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:25,3772.086,1785.000,6120.984,23.714,0.000,0.000,0.000,1.000,95.000,59.483,4000.000,38.895,15623.000,21110.000,52.000,117.982,37.500,47.800,61.200,8.400,8.400,82.000,88.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:26,3730.594,1785.000,6120.984,45.711,0.000,1.000,0.000,0.000,95.000,59.497,3600.000,41.361,15456.000,20915.000,38.500,161.630,30.700,46.900,61.200,6.100,6.100,84.000,52.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:27,3715.719,1785.000,6120.984,38.645,0.000,0.000,0.000,1.000,96.000,68.520,4200.000,39.269,15544.000,20989.000,46.800,31.748,30.700,46.900,61.200,6.100,6.100,83.000,70.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:28,3708.906,1785.000,6120.984,38.117,0.000,0.000,0.000,1.000,95.000,53.718,3700.000,40.693,15629.000,21011.000,38.500,41.965,30.700,46.300,61.200,6.100,6.100,83.000,58.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:29,3708.906,1785.000,6120.984,40.290,0.000,0.000,0.000,1.000,96.000,47.486,4100.000,40.997,15613.000,20979.000,40.200,43.624,30.700,45.900,61.200,6.100,6.100,83.000,57.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:30,3708.594,1785.000,6120.984,39.980,0.000,0.000,0.000,1.000,95.000,60.098,3800.000,39.939,15659.000,21005.000,38.100,38.711,30.700,45.400,61.200,6.100,6.100,83.000,58.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:31,3712.719,1785.000,6120.984,35.626,0.000,0.000,0.000,1.000,95.000,60.507,4200.000,39.432,15667.000,21003.000,30.400,49.446,30.400,44.400,61.200,8.400,6.100,83.000,51.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:32,3716.344,1785.000,6120.984,39.209,0.000,0.000,0.000,1.000,95.000,61.161,3700.000,40.137,15454.000,21017.000,34.500,43.861,28.100,43.900,61.200,8.400,6.100,82.000,49.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:33,3720.344,1785.000,6120.984,37.257,0.000,0.000,0.000,1.000,95.000,58.068,4200.000,40.841,15425.000,21035.000,34.600,36.960,28.100,43.400,61.200,8.400,6.100,82.000,55.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:34,3720.594,1785.000,6120.984,39.651,0.000,0.000,0.000,1.000,95.000,64.952,3700.000,40.350,15431.000,21044.000,32.900,48.438,28.100,42.800,61.200,8.400,6.100,83.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:35,3720.781,1785.000,6120.984,27.772,0.000,0.000,0.000,1.000,97.000,75.694,3900.000,39.409,15486.000,21066.000,29.400,69.433,28.100,42.100,61.200,8.400,6.100,82.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:36,3720.906,1785.000,6120.984,31.641,0.000,0.000,0.000,1.000,95.000,68.648,3800.000,40.251,15492.000,21079.000,32.200,47.043,27.800,41.700,61.200,8.400,6.100,82.000,45.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:37,3720.906,1785.000,6120.984,40.980,0.000,0.000,0.000,1.000,95.000,67.171,3800.000,41.066,15470.000,21065.000,38.800,40.136,27.800,41.600,61.200,8.400,6.100,82.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:38,3720.906,1785.000,6120.984,43.915,0.000,0.000,0.000,1.000,95.000,59.614,3900.000,42.278,15467.000,21059.000,46.400,29.565,27.800,41.800,61.200,8.400,6.100,82.000,67.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:39,3720.906,1785.000,6120.984,41.831,0.000,0.000,0.000,1.000,95.000,59.714,4100.000,41.420,15476.000,21061.000,46.500,28.901,27.800,41.900,61.200,8.400,6.100,83.000,69.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:40,3719.469,1785.000,6120.984,38.845,0.000,0.000,0.000,1.000,96.000,57.211,4200.000,41.539,15443.000,20995.000,42.700,35.290,27.800,42.000,61.200,8.400,6.100,83.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:41,3719.469,1785.000,6120.984,39.123,0.000,0.000,0.000,1.000,95.000,58.479,4000.000,39.467,15483.000,21060.000,41.700,37.450,27.800,42.000,61.200,8.400,6.100,83.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:42,3719.469,1785.000,6120.984,41.511,0.000,0.000,0.000,1.000,94.000,56.535,3900.000,39.873,15501.000,21062.000,37.500,45.332,27.800,41.800,61.200,8.400,6.100,82.000,61.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:43,3719.469,1785.000,6120.984,41.177,0.000,0.000,0.000,1.000,96.000,55.007,4000.000,39.687,15500.000,21070.000,38.300,34.501,27.800,41.700,61.200,13.400,6.100,82.000,59.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:44,3719.469,1785.000,6120.984,38.985,0.000,0.000,0.000,1.000,94.000,58.597,3900.000,40.165,15509.000,21080.000,38.500,37.658,27.800,41.600,61.200,13.400,6.100,82.000,60.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:45,3723.344,1785.000,6120.984,35.247,0.000,0.000,0.000,1.000,95.000,56.617,3900.000,39.776,15556.000,21100.000,34.700,47.377,27.800,41.300,61.200,13.400,6.100,81.000,56.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:46,3722.906,1785.000,6120.984,37.673,0.000,0.000,0.000,1.000,94.000,57.482,3900.000,39.895,15615.000,21146.000,35.400,47.204,27.800,41.200,61.200,13.400,6.100,82.000,48.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:47,3716.719,1785.000,6120.984,39.305,0.000,0.000,0.000,1.000,95.000,58.424,3900.000,40.021,15600.000,21144.000,37.500,38.677,27.800,41.000,61.200,13.400,6.100,82.000,52.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:48,3716.594,1785.000,6120.984,41.941,0.000,0.000,0.000,1.000,95.000,69.539,3900.000,39.936,15614.000,21160.000,36.300,59.901,27.800,40.900,61.200,13.400,6.100,82.000,52.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:49,3722.344,1785.000,6120.984,42.060,0.000,0.000,0.000,1.000,95.000,69.494,3900.000,39.706,15672.000,21202.000,39.200,60.127,27.800,40.800,61.200,13.400,6.100,82.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:50,3722.344,1785.000,6120.984,38.436,0.000,0.000,0.000,1.000,98.000,60.730,3900.000,40.079,15581.000,21205.000,42.400,29.704,27.800,40.900,61.200,14.400,6.100,82.000,64.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:51,3722.344,1785.000,6120.984,37.350,0.000,0.000,0.000,1.000,95.000,55.854,3900.000,39.854,15569.000,21192.000,40.200,36.911,27.800,40.900,61.200,14.400,6.100,82.000,55.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:52,3713.469,1785.000,6120.984,40.205,0.000,0.000,0.000,1.000,94.000,61.455,4000.000,39.616,15559.000,21211.000,42.200,40.180,27.800,40.900,61.200,14.400,6.100,82.000,61.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:53,3713.469,1785.000,6120.984,36.332,0.000,0.000,0.000,1.000,96.000,60.754,3800.000,39.900,15550.000,21195.000,43.300,42.436,27.800,41.000,61.200,14.400,6.100,81.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:54,3727.707,1785.000,6120.984,34.280,0.000,0.000,0.000,1.000,95.000,66.011,3800.000,39.976,15559.000,21205.000,35.900,85.006,27.800,40.800,61.200,13.400,6.100,82.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:55,3726.707,1785.000,6120.984,34.167,0.000,0.000,0.000,1.000,94.000,67.139,3800.000,40.170,15662.000,21288.000,35.600,42.845,27.800,40.700,61.200,13.400,6.100,81.000,57.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:56,3739.355,1785.000,6120.984,35.073,0.000,0.000,0.000,1.000,92.000,73.090,3800.000,39.328,15328.000,21346.000,29.000,88.751,27.800,40.400,61.200,11.700,6.100,81.000,44.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:57,3720.930,1785.000,6120.984,38.208,0.000,0.000,0.000,1.000,96.000,63.399,3900.000,40.549,15483.000,21378.000,23.400,74.293,23.300,40.000,61.200,11.700,6.100,81.000,39.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:58,3749.680,1785.000,6120.984,38.664,0.000,0.000,0.000,1.000,92.000,71.967,3800.000,40.112,15304.000,21412.000,42.200,47.953,23.300,40.100,61.200,11.700,6.100,82.000,63.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:47:59,3719.414,1785.000,6120.984,39.065,0.000,0.000,0.000,1.000,96.000,77.235,3800.000,39.393,15274.000,21368.000,40.700,55.786,23.300,40.100,61.200,11.700,6.100,81.000,63.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:00,3719.414,1785.000,6120.984,37.289,0.000,0.000,0.000,1.000,95.000,79.355,3900.000,40.256,15359.000,21461.000,38.300,71.800,23.300,40.000,61.200,13.400,6.100,81.000,53.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:01,3737.789,1785.000,6120.984,38.878,0.000,0.000,0.000,1.000,96.000,64.289,3800.000,39.837,15461.000,21487.000,39.800,109.021,23.300,40.000,61.200,11.200,6.100,81.000,51.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:02,3721.914,1785.000,6120.984,32.183,0.000,0.000,0.000,1.000,93.000,40.546,3800.000,37.665,15481.000,21479.000,61.500,31.321,23.300,40.500,61.500,11.200,6.100,80.000,52.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:03,3728.539,1785.000,6120.984,30.012,0.000,0.000,0.000,1.000,96.000,39.695,4200.000,38.344,15495.000,21494.000,59.500,23.892,23.300,40.900,61.500,11.700,6.100,80.000,35.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:04,3710.602,1650.000,6120.984,27.592,0.000,0.000,0.000,1.000,96.000,42.768,4300.000,40.313,15446.000,21491.000,60.100,25.065,23.300,41.300,61.500,11.700,6.100,79.000,37.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:05,3720.664,1560.000,6120.984,25.219,0.000,0.000,0.000,1.000,97.000,50.969,3800.000,41.317,15486.000,21509.000,53.400,52.153,23.300,41.500,61.500,11.700,6.100,79.000,35.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:06,3720.664,1500.000,6120.984,24.588,0.000,0.000,0.000,1.000,92.000,36.398,4100.000,37.529,15487.000,21481.000,60.600,21.928,23.300,41.900,61.500,11.700,6.100,79.000,36.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:07,3720.664,1455.000,6120.984,23.508,0.000,0.000,0.000,1.000,95.000,39.698,4100.000,38.338,15512.000,21492.000,59.800,20.294,23.300,42.200,61.500,11.700,6.100,78.000,37.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:08,3712.102,1320.000,6120.984,18.737,0.000,0.000,0.000,1.000,96.000,43.960,4200.000,38.840,15579.000,21554.000,46.200,220.248,23.300,42.300,61.500,9.100,4.500,77.000,33.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:09,3711.602,960.000,6120.984,17.161,0.000,0.000,0.000,1.000,96.000,81.290,4200.000,41.488,15236.000,21542.000,3.800,474.663,2.800,41.500,61.500,2.800,2.100,77.000,10.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:10,3716.539,1275.000,6120.984,23.021,0.000,0.000,0.000,1.000,95.000,66.557,4200.000,43.566,15217.000,21613.000,20.800,88.302,2.800,41.200,61.500,2.800,2.100,77.000,37.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:11,3728.164,1575.000,6120.984,24.993,0.000,0.000,0.000,1.000,91.000,82.300,3900.000,42.310,15383.000,21716.000,20.700,155.184,2.800,40.800,61.500,2.800,2.100,78.000,31.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:12,3747.852,1785.000,6120.984,38.121,0.000,0.000,0.000,1.000,90.000,82.754,3900.000,40.255,15427.000,21744.000,38.700,76.107,2.800,40.800,61.500,2.800,2.100,79.000,61.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:13,3702.477,1785.000,6120.984,47.839,0.000,0.000,0.000,1.000,90.000,78.713,3700.000,39.630,15449.000,21778.000,48.600,40.244,2.800,40.900,61.500,2.800,2.100,80.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:14,3728.727,1785.000,6120.984,37.158,0.000,0.000,0.000,1.000,91.000,69.640,3800.000,39.907,15122.000,21613.000,37.700,58.594,2.800,40.900,61.500,2.800,2.100,79.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:15,3716.227,1785.000,6120.984,36.972,0.000,0.000,0.000,1.000,93.000,72.873,3700.000,40.358,15137.000,21606.000,35.900,52.958,2.800,40.800,61.500,2.800,2.100,79.000,66.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:16,3695.789,1785.000,6120.984,41.506,0.000,0.000,0.000,1.000,92.000,62.896,3800.000,38.831,15118.000,21535.000,40.500,40.733,2.800,40.800,61.500,2.800,2.100,80.000,70.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:17,3696.789,1785.000,6120.984,43.874,0.000,0.000,0.000,1.000,92.000,66.876,3800.000,40.094,15042.000,21446.000,44.800,33.317,2.800,40.800,61.500,2.800,2.100,80.000,79.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:18,3696.789,1785.000,6120.984,45.837,0.000,0.000,0.000,1.000,91.000,68.316,3900.000,39.961,14984.000,21425.000,50.400,29.552,2.800,41.000,61.500,2.800,2.100,81.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:19,3694.164,1785.000,6120.984,44.007,0.000,1.000,0.000,0.000,90.000,71.291,3800.000,39.997,14980.000,21401.000,50.200,27.238,2.800,41.100,61.500,2.800,2.100,81.000,79.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:20,3694.602,1785.000,6120.984,39.810,0.000,0.000,0.000,1.000,92.000,72.948,3900.000,40.007,14956.000,21395.000,39.700,65.708,2.800,41.100,61.500,2.800,2.100,81.000,68.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:21,3694.602,1785.000,6120.984,44.382,0.000,0.000,0.000,1.000,95.000,71.394,3800.000,39.990,14979.000,21411.000,47.300,39.058,2.800,41.200,61.500,2.800,2.100,81.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:22,3692.164,1785.000,6120.984,44.625,0.000,0.000,0.000,1.000,94.000,68.947,3800.000,39.394,15002.000,21420.000,50.800,40.122,2.800,41.400,61.500,2.800,2.100,81.000,88.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:23,3691.977,1785.000,6120.984,43.167,0.000,0.000,0.000,1.000,93.000,73.323,3800.000,40.099,15039.000,21427.000,37.300,76.757,2.800,41.300,61.500,2.800,2.100,81.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:24,3691.977,1785.000,6120.984,49.278,0.000,1.000,0.000,0.000,94.000,67.189,3800.000,40.336,15095.000,21444.000,47.900,34.890,2.800,41.400,61.500,2.800,2.100,82.000,89.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:25,3697.727,1785.000,6120.984,50.377,0.000,1.000,0.000,0.000,91.000,72.416,3800.000,39.333,15085.000,21440.000,49.500,32.091,2.800,41.500,61.500,2.800,2.100,82.000,90.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:26,3687.102,1785.000,6120.984,41.280,0.000,0.000,0.000,1.000,95.000,79.741,3800.000,40.188,15145.000,21476.000,44.200,37.029,2.800,41.500,61.500,2.800,2.100,81.000,78.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:27,3680.039,1770.000,6120.984,45.065,0.000,1.000,0.000,0.000,90.000,75.397,3700.000,39.817,15153.000,21450.000,43.100,35.534,2.800,41.500,61.500,2.800,2.100,82.000,77.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:28,3687.164,1785.000,6120.984,49.141,0.000,1.000,0.000,0.000,94.000,76.390,3800.000,39.974,15177.000,21462.000,44.200,49.854,2.800,41.600,61.500,2.800,2.100,82.000,77.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:29,3706.789,1785.000,6120.984,36.969,0.000,0.000,0.000,1.000,96.000,79.217,3700.000,40.245,15264.000,21484.000,30.800,100.674,2.800,41.400,61.500,2.800,2.100,81.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:30,3707.328,1785.000,6120.984,31.169,0.000,0.000,0.000,1.000,92.000,65.284,3800.000,38.401,15348.000,21536.000,48.700,127.101,2.800,41.500,61.500,2.800,2.100,80.000,68.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:31,3694.141,1785.000,6120.984,30.341,0.000,0.000,0.000,1.000,91.000,32.687,4200.000,35.251,15338.000,21538.000,59.900,37.446,2.800,41.800,61.600,2.800,2.100,80.000,34.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:32,3687.516,1710.000,6120.984,29.395,0.000,0.000,0.000,1.000,92.000,25.186,4200.000,32.743,15357.000,21536.000,60.000,20.614,2.800,42.000,61.600,2.800,2.100,79.000,35.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:33,3687.516,1650.000,6120.984,27.137,0.000,0.000,0.000,1.000,93.000,29.958,4200.000,35.100,15115.000,21524.000,59.900,22.998,2.800,42.200,61.600,2.800,2.100,79.000,35.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:34,3711.266,1755.000,6120.984,37.405,0.000,1.000,0.000,0.000,96.000,42.083,4200.000,37.823,15291.000,21535.000,51.300,65.360,2.800,42.400,61.600,2.800,2.100,80.000,48.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:35,3710.016,1785.000,6120.984,43.500,0.000,0.000,0.000,1.000,96.000,74.544,3800.000,44.247,15340.000,21561.000,38.500,47.471,2.800,42.300,61.600,2.800,2.100,81.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:36,3698.703,1785.000,6120.984,46.643,0.000,1.000,0.000,0.000,95.000,54.843,4200.000,46.023,15342.000,21575.000,56.500,23.489,2.800,42.500,61.600,2.800,2.100,82.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:37,3698.703,1785.000,6120.984,47.559,0.000,0.000,0.000,1.000,95.000,59.315,4100.000,44.687,15318.000,21590.000,58.900,28.275,2.800,42.700,61.600,4.500,2.100,82.000,88.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:38,3698.703,1785.000,6120.984,46.894,0.000,0.000,0.000,1.000,94.000,50.908,4200.000,42.720,15253.000,21514.000,59.800,24.274,2.800,42.900,61.600,4.500,2.100,82.000,88.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:39,3689.391,1785.000,6120.984,45.056,0.000,1.000,0.000,0.000,96.000,49.638,4000.000,40.894,15310.000,21475.000,59.500,21.972,2.800,43.100,61.600,4.500,2.100,82.000,90.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:40,3689.391,1785.000,6120.984,48.035,0.000,0.000,0.000,1.000,95.000,50.913,3900.000,38.904,15258.000,21465.000,60.300,22.933,2.800,43.300,61.600,4.500,2.100,82.000,90.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:41,3686.703,1785.000,6120.984,46.360,0.000,0.000,0.000,1.000,94.000,59.146,4000.000,41.487,15324.000,21476.000,56.900,23.207,2.800,43.400,61.600,4.500,2.100,82.000,90.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:42,3686.703,1785.000,6120.984,46.795,0.000,0.000,0.000,1.000,94.000,49.480,3800.000,38.280,15312.000,21459.000,58.000,34.537,2.800,43.600,61.600,4.500,2.100,82.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:43,3693.203,1755.000,6120.984,48.819,0.000,1.000,0.000,0.000,94.000,55.880,4000.000,40.957,15347.000,21464.000,58.800,27.764,2.800,43.800,61.600,4.500,2.100,82.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:44,3696.391,1785.000,6120.984,44.006,0.000,0.000,0.000,1.000,95.000,64.680,3700.000,40.098,15266.000,21473.000,57.800,29.820,2.800,43.900,61.600,4.500,2.100,82.000,92.000
