GPU,Application,Timestamp,GPU1 memory usage (MB),GPU1 core clock (MHz),GPU1 memory clock (MHz),GPU1 power (W),GPU1 temp limit,GPU1 power limit,GPU1 voltage limit,GPU1 no load limit,CPU temperature (°C),CPU usage (%),CPU clock (MHz),CPU power (W),RAM usage (MB),Commit charge (MB),Framerate (FPS),Frametime (ms),Framerate Min (FPS),Framerate Avg (FPS),Framerate Max (FPS),Framerate 1% Low (FPS),Framerate 0.1% Low (FPS),GPU1 temperature (°C),GPU1 usage (%)
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:45,3697.453,1770.000,6120.984,47.868,0.000,1.000,0.000,0.000,94.000,57.488,3700.000,39.021,15250.000,21469.000,58.700,27.391,2.800,44.100,61.600,4.500,2.100,83.000,87.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:46,3702.641,1770.000,6120.984,47.254,0.000,1.000,0.000,0.000,94.000,53.967,4000.000,39.820,15266.000,21470.000,53.800,56.639,2.800,44.200,61.600,4.500,2.100,83.000,90.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:47,3702.641,1710.000,6120.984,49.420,0.000,1.000,0.000,0.000,93.000,58.171,3900.000,40.008,15283.000,21472.000,55.700,26.821,2.800,44.300,61.600,4.500,2.100,83.000,86.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:48,3706.703,1725.000,6120.984,47.417,0.000,1.000,0.000,0.000,94.000,73.458,3900.000,40.105,15302.000,21473.000,50.900,37.067,2.800,44.400,61.600,4.500,2.100,83.000,94.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:49,3706.703,1740.000,6120.984,48.236,0.000,1.000,0.000,0.000,95.000,73.827,3600.000,40.075,15308.000,21485.000,51.700,59.341,2.800,44.500,61.600,4.500,2.100,83.000,91.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:50,3697.578,1785.000,6120.984,48.919,0.000,0.000,0.000,1.000,96.000,54.555,3900.000,39.473,15317.000,21486.000,55.000,24.846,2.800,44.600,61.600,4.500,2.100,83.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:51,3700.266,1785.000,6120.984,36.143,0.000,0.000,0.000,1.000,95.000,75.095,3900.000,39.971,15357.000,21622.000,43.300,76.007,2.800,44.600,61.600,4.500,2.100,82.000,95.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:52,3693.453,1770.000,6120.984,49.351,0.000,1.000,0.000,0.000,95.000,71.371,3600.000,39.924,14986.000,21642.000,43.100,50.193,2.800,44.600,61.600,4.500,2.100,83.000,87.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:53,3705.016,1725.000,6120.984,48.980,0.000,1.000,0.000,0.000,95.000,56.475,4000.000,39.747,15008.000,21653.000,56.800,25.056,2.800,44.700,61.600,4.500,2.100,83.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:54,3700.016,1740.000,6120.984,47.541,0.000,1.000,0.000,0.000,94.000,64.328,3900.000,39.952,15011.000,21651.000,54.900,37.569,2.800,44.800,61.600,4.500,2.100,83.000,96.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:55,3699.891,1785.000,6120.984,47.379,0.000,1.000,0.000,0.000,94.000,80.134,3900.000,39.952,15022.000,21661.000,47.700,30.946,2.800,44.800,61.600,4.500,2.100,83.000,94.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:56,3703.953,1695.000,6120.984,50.696,0.000,1.000,0.000,0.000,95.000,52.709,3900.000,39.892,15030.000,21661.000,54.900,24.977,2.800,44.900,61.600,4.500,2.100,84.000,83.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:57,3703.953,1785.000,6120.984,44.681,0.000,0.000,0.000,1.000,96.000,47.529,3900.000,40.157,15023.000,21633.000,53.400,25.366,2.800,45.000,61.600,4.500,2.100,83.000,91.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:58,3696.828,1785.000,6120.984,47.159,0.000,1.000,0.000,0.000,93.000,59.203,3900.000,39.734,15082.000,21642.000,54.700,43.635,2.800,45.100,61.600,4.500,2.100,84.000,80.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:48:59,3703.391,1785.000,6120.984,42.202,0.000,0.000,0.000,1.000,96.000,58.382,4000.000,39.970,15089.000,21640.000,57.800,31.185,2.800,45.200,61.600,6.100,2.100,83.000,81.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:00,3702.766,1755.000,6120.984,49.278,0.000,1.000,0.000,0.000,94.000,64.274,3800.000,40.044,15115.000,21638.000,54.200,37.893,2.800,45.300,61.600,6.100,2.100,84.000,82.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:01,3702.766,1785.000,6120.984,47.483,0.000,1.000,0.000,0.000,94.000,63.056,3900.000,40.147,15189.000,21728.000,55.800,38.114,2.800,45.400,61.600,6.100,2.100,84.000,84.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:02,3702.766,1785.000,6120.984,45.023,0.000,0.000,0.000,1.000,96.000,70.000,3700.000,39.866,15227.000,21761.000,46.900,37.658,2.800,45.400,61.600,6.100,2.100,82.000,85.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:03,3692.516,1785.000,6120.984,42.457,0.000,0.000,0.000,1.000,95.000,60.845,3900.000,39.885,15289.000,21843.000,41.900,52.321,2.800,45.400,61.600,6.100,2.100,83.000,74.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:04,3699.578,1785.000,6120.984,41.981,0.000,0.000,0.000,1.000,98.000,63.664,3800.000,39.851,15334.000,21869.000,39.300,47.047,2.800,45.300,61.600,6.100,2.100,82.000,71.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:05,3696.641,1785.000,6120.984,39.574,0.000,0.000,0.000,1.000,95.000,67.273,3800.000,39.908,15354.000,21868.000,39.700,39.864,2.800,45.300,61.600,6.100,2.100,82.000,65.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:06,3696.328,1785.000,6120.984,40.858,0.000,0.000,0.000,1.000,95.000,72.910,3800.000,40.137,15376.000,21887.000,35.600,61.537,2.800,45.200,61.600,6.100,2.100,82.000,62.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:07,3696.328,1785.000,6120.984,44.237,0.000,0.000,0.000,1.000,95.000,66.543,3800.000,39.964,15386.000,21928.000,46.300,38.262,2.800,45.200,61.600,6.100,2.100,83.000,56.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:08,3699.016,1785.000,6120.984,45.884,0.000,0.000,0.000,1.000,95.000,65.406,3800.000,39.901,15337.000,21919.000,47.900,33.132,2.800,45.200,61.600,6.100,2.100,83.000,75.000
NVIDIA GeForce GTX 1650,Wuthering Waves,03-01-2026 17:49:09,3699.016,1785.000,6120.984,45.727,0.000,0.000,0.000,1.000,96.000,68.336,3700.000,40.122,15332.000,21909.000,54.500,26.106,2.800,45.300,61.600,6.100,2.100,83.000,78.000
